PUBCHEM_COMPOUND_CID,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_IUPAC_NAME,PUBCHEM_XLOGP3_AA,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_SMILES,PUBCHEM_CACTVS_TPSA,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT
926,1130,18,8,11,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",,C21H28N7O14P2+,664.4,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,318,1,44
927,845,17,7,9,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (3,4-dihydroxyoxolan-2-yl)methyl hydrogen phosphate",,C15H23N5O13P2,543.32,C1C(C(C(O1)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O)O)O,271,0,35
928,1230,19,8,11,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",,C21H29N7O14P2,665.4,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,318,0,44
929,1300,21,9,13,"[[5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",,C21H29N7O17P3+,744.4,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,365,1,48
930,1410,22,9,13,"[[5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",,C21H30N7O17P3,745.4,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,364,0,48
931,80.6,0,0,0,naphthalene,,C10H8,128.17,C1=CC=C2C=CC=CC2=C1,0,0,10
932,363,5,3,1,"5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",2.4,C15H12O5,272.25,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,87,0,20
933,2,1,2,0,hydroxyazanium,-1.2,H4NO+,34.038,[NH3+]O,47.9,1,2
934,0,0,0,0,nickel(2+),,Ni+2,58.693,[Ni+2],0,2,1
935,0,0,0,0,nickel,,Ni,58.693,[Ni],0,0,1
936,114,2,1,1,pyridine-3-carboxamide,,C6H6N2O,122.12,C1=CC(=CN=C1)C(=O)N,56,0,9
937,108,3,0,0,pyridine-3-carboxylate,,C6H4NO2-,122.10,C1=CC(=CN=C1)C(=O)[O-],53,-1,9
938,114,3,1,1,pyridine-3-carboxylic acid,,C6H5NO2,123.11,C1=CC(=CN=C1)C(=O)O,50.2,0,9
939,457,8,5,5,"[5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",-3.4,C11H16N2O8P+,335.23,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)N,163,1,22
940,314,5,4,3,"1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyridin-1-ium-3-carboxamide",-1.8,C11H15N2O5+,255.25,C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N,117,1,18
941,455,9,5,5,"1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]pyridin-1-ium-3-carboxylic acid",-2.7,C11H15NO9P+,336.21,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O,158,1,22
942,147,2,0,1,3-(1-methylpyrrolidin-2-yl)pyridine,,C10H14N2,162.23,CN1CCCC1C2=CN=CC=C2,16.1,0,12
943,18.8,3,0,0,nitrate,-1.4,NO3-,62.005,[N+](=O)([O-])[O-],62.9,-1,4
944,24.8,3,1,0,nitric acid,0.2,HNO3,63.013,[N+](=O)(O)[O-],66.1,0,4
945,2,2,1,0,nitroxyl,0.2,HNO,31.014,N=O,40.9,0,2
946,7.5,3,0,0,nitrite,-0.8,NO2-,46.006,N(=O)[O-],52.5,-1,3
947,8,2,0,0,molecular nitrogen,0.1,N2,28.014,N#N,47.6,0,2
948,25.8,2,0,0,nitrous oxide,0.5,N2O,44.013,[N-]=[N+]=O,19.1,0,3
949,72.6,1,0,1,"N,N-dimethylaniline",,C8H11N,121.18,CN(C)C1=CC=CC=C1,3.2,0,9
950,106,1,0,1,"N,N-dimethylbenzeneamine oxide",1.3,C8H11NO,137.18,C[N+](C)(C1=CC=CC=C1)[O-],18.1,0,10
951,142,4,4,2,"4-(2-amino-1-hydroxyethyl)benzene-1,2-diol",,C8H11NO3,169.18,C1=CC(=C(C=C1C(CN)O)O)O,86.7,0,12
952,95,4,3,1,"2-(hydroxymethyl)oxolane-3,4-diol",-1.4,C5H10O4,134.13,C1C(C(C(O1)CO)O)O,69.9,0,9
953,200,7,4,5,2-amino-4-phosphonooxybutanoic acid,,C4H10NO6P,199.10,C(COP(=O)(O)O)C(C(=O)O)N,130,0,12
954,252,7,3,8,2-amino-4-(3-carboxypropanoyloxy)butanoic acid,-3.7,C8H13NO6,219.19,C(COC(=O)CCC(=O)O)C(C(=O)O)N,127,0,15
955,297,5,2,5,2-(3-carboxypropanoyl)benzoic acid,,C11H10O5,222.19,C1=CC=C(C(=C1)C(=O)CCC(=O)O)C(=O)O,91.7,0,16
956,1780,25,10,25,"4-[2-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanylcarbonyl]phenyl]-4-oxobutanoic acid",-4.9,C32H44N7O20P3S,971.7,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4C(=O)CCC(=O)O)O,443,0,63
957,43.8,1,1,6,octan-1-ol,,C8H18O,130.23,CCCCCCCCO,20.2,0,9
958,1400,3,0,24,"2-methoxy-6-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)cyclohexa-2,5-diene-1,4-dione",15.1,C47H70O3,683.1,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=CC(=O)C=C(C1=O)OC)C)C)C)C)C)C)C)C,43.4,0,50
959,1450,3,0,24,"5-methoxy-2-methyl-3-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)cyclohexa-2,5-diene-1,4-dione",15.5,C48H72O3,697.1,CC1=C(C(=O)C(=CC1=O)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,43.4,0,51
961,0,1,1,0,hydroxide,-0.6,HO-,17.007,[OH-],1,-1,1
962,0,1,1,0,oxidane,-0.5,H2O,18.015,O,1,0,1
963,1660,20,10,36,"[2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)-3-(3-hydroxytetradecanoylamino)oxan-4-yl] 3-hydroxytetradecanoate",4.3,C43H77N3O20P2,1018.0,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O,347,0,68
964,95.1,4,2,2,3-hydroxy-2-oxopropanoic acid,-1,C3H4O4,104.06,C(C(=O)C(=O)O)O,74.6,0,7
965,234,2,1,15,octadec-9-enoic acid,,C18H34O2,282.5,CCCCCCCCC=CCCCCCCCC(=O)O,37.3,0,20
966,1700,22,9,35,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] octadec-9-enethioate",1.8,C39H68N7O17P3S,1032.0,CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,389,0,67
967,268,4,3,1,"2,4-dioxo-1H-pyrimidine-6-carboxylic acid",,C5H4N2O4,156.10,C1=C(NC(=O)NC1=O)C(=O)O,95.5,0,11
968,643,11,6,5,"3-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]-2,6-dioxopyrimidine-4-carboxylic acid",-4.2,C10H13N2O11P,368.19,C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O,203,0,24
969,1720,19,11,20,"2-[[4-carboxy-4-[2-[hydroxy-[2,3,4-trihydroxy-5-(2,4,8-trioxo-1H-pyrimido[4,5-b]quinolin-10-yl)pentoxy]phosphoryl]oxypropanoylamino]butanoyl]amino]pentanedioic acid",-5.1,C29H36N5O18P,773.6,CC(C(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)OP(=O)(O)OCC(C(C(CN1C2=CC(=O)C=CC2=CC3=C1NC(=O)NC3=O)O)O)O,365,0,53
970,158,5,2,3,2-oxobutanedioic acid,-0.6,C4H4O5,132.07,C(C(=O)C(=O)O)C(=O)O,91.7,0,9
971,71.5,4,2,1,oxalic acid,-0.3,C2H2O4,90.03,C(=O)(C(=O)O)O,74.6,0,6
972,266,7,3,5,"1-oxopropane-1,2,3-tricarboxylic acid",-1.1,C6H6O7,190.11,C(C(C(=O)C(=O)O)C(=O)O)C(=O)O,129,0,13
973,1480,24,10,21,"2-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-oxoacetic acid",-5.7,C23H36N7O19P3S,839.6,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(=O)O)O,426,0,53
974,86.8,3,2,1,oxamic acid,-0.9,C2H3NO3,89.05,C(=O)(C(=O)O)N,80.4,0,6
975,879,16,10,21,2-amino-5-[[3-[[2-[(4-amino-4-carboxybutanoyl)amino]-3-(carboxymethylamino)-3-oxopropyl]disulfanyl]-1-(carboxymethylamino)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid,-9.1,C20H32N6O12S2,612.6,C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N,368,0,40
976,126,3,1,3,2-oxopent-4-enoic acid,0.4,C5H6O3,114.10,C=CCC(=O)C(=O)O,54.4,0,8
977,0,2,0,0,molecular oxygen,-1.1,O2,31.999,O=O,34.1,0,2
978,128,3,2,1,4-aminobenzoic acid,,C7H7NO2,137.14,C1=CC(=CC=C1C(=O)O)N,63.3,0,10
979,204,4,2,3,3-(4-hydroxyphenyl)-2-oxopropanoic acid,0.9,C9H8O4,180.16,C1=CC(=CC=C1CC(=O)C(=O)O)O,74.6,0,13
980,123,3,1,0,4-nitrophenol,,C6H5NO3,139.11,C1=CC(=CC=C1[N+](=O)[O-])O,66.1,0,10
981,718,14,8,9,"2-[[5-amino-1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]imidazole-4-carbonyl]amino]butanedioic acid",-4.3,C13H19N4O12P,454.28,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)NC(CC(=O)O)C(=O)O,264,0,30
982,1240,24,9,12,"bis[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] hydrogen phosphate",,C20H27N10O16P3,756.4,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N,387,0,49
983,272,10,5,4,diphosphono hydrogen phosphate,-4.3,H5O10P3,257.96,OP(=O)(O)OP(=O)(O)OP(=O)(O)O,171,0,13
984,142,1,0,14,hexadecanal,7.1,C16H32O,240.42,CCCCCCCCCCCCCCCC=O,17.1,0,17
985,178,2,1,14,hexadecanoic acid,,C16H32O2,256.42,CCCCCCCCCCCCCCCC(=O)O,37.3,0,18
986,1620,22,9,34,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] hexadecanethioate",1.7,C37H66N7O17P3S,1005.9,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,389,0,65
987,427,8,6,10,"[3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butyl] dihydrogen phosphate",-2.1,C11H23N2O7PS,358.35,CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,146,0,22
988,239,5,4,6,"3-[(2,4-dihydroxy-3,3-dimethylbutanoyl)amino]propanoic acid",-1.1,C9H17NO5,219.23,CC(C)(CO)C(C(=O)NCCC(=O)O)O,107,0,15
989,139,3,1,0,"3-hydroxy-4,4-dimethyloxolan-2-one",0.5,C6H10O3,130.14,CC1(COC(=O)C1O)C,46.5,0,9
990,852,17,6,8,[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methyl sulfo hydrogen phosphate,,C10H15N5O13P2S,507.27,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N,284,0,31
991,304,6,0,6,diethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane,,C10H14NO5PS,291.26,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],106,0,18
992,150,1,1,0,"2,3,4,5,6-pentachlorophenol",,C6HCl5O,266.3,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,20.2,0,12
993,117,5,4,1,"5-(hydroxymethyl)oxolane-2,3,4-triol",-2,C5H10O5,150.13,C(C1C(C(C(O1)O)O)O)O,90.2,0,10
994,153,3,2,3,2-amino-3-phenylpropanoic acid,,C9H11NO2,165.19,C1=CC=C(C=C1)CC(C(=O)O)N,63.3,0,12
995,174,0,0,0,phenanthrene,,C14H10,178.23,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,0,0,14
996,46.1,1,1,0,phenol,,C6H6O,94.11,C1=CC=C(C=C1)O,20.2,0,7
997,180,3,1,3,2-oxo-3-phenylpropanoic acid,1.3,C9H8O3,164.16,C1=CC=C(C=C1)CC(=O)C(=O)O,54.4,0,12
998,82.6,1,0,2,2-phenylacetaldehyde,,C8H8O,120.15,C1=CC=C(C=C1)CC=O,17.1,0,9
999,114,2,1,2,2-phenylacetic acid,,C8H8O2,136.15,C1=CC=C(C=C1)CC(=O)O,37.3,0,10
1000,89.3,2,2,2,2-amino-1-phenylethanol,,C8H11NO,137.18,C1=CC=C(C=C1)C(CN)O,46.3,0,10
1001,65,1,1,2,2-phenylethanamine,,C8H11N,121.18,C1=CC=C(C=C1)CCN,26,0,9
1002,234,2,2,1,"5-phenylimidazolidine-2,4-dione",,C9H8N2O2,176.17,C1=CC=C(C=C1)C2C(=O)NC(=O)N2,58.2,0,13
1003,49.8,4,2,0,dihydrogen phosphate,-2.2,H2O4P-,96.987,OP(=O)(O)[O-],80.6,-1,5
1004,49.8,4,3,0,phosphoric acid,-2.1,H3O4P,97.995,OP(=O)(O)O,77.8,0,5
1005,201,6,3,3,2-phosphonooxyprop-2-enoic acid,-1.1,C3H5O6P,168.04,C=C(C(=O)O)OP(=O)(O)O,104,0,10
1006,219,8,4,4,2-amino-3-hydroxy-4-phosphonooxybutanoate,-5.1,C4H9NO7P-,214.09,C(C(C(C(=O)[O-])N)O)OP(=O)(O)O,153,-1,13
1007,225,8,5,5,2-amino-3-hydroxy-4-phosphonooxybutanoic acid,-5.8,C4H10NO7P,215.10,C(C(C(C(=O)O)N)O)OP(=O)(O)O,150,0,13
1008,880,17,9,8,"[5-[6-amino-1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]purin-1-ium-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",,C15H24N5O14P2+,560.32,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C[N+](=C2N)C4C(C(C(O4)COP(=O)(O)O)O)O,294,1,36
1009,1220,23,11,12,"[[5-[6-amino-1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]purin-1-ium-9-yl]-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",,C15H26N5O20P4+,720.28,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C[N+](=C2N)C4C(C(C(O4)COP(=O)(O)O)O)O,387,1,44
1010,473,11,6,5,"5-amino-1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]imidazole-4-carboxylic acid",-3.2,C9H14N3O9P,339.20,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)O,198,0,22
1011,530,10,6,6,"[5-(4-carbamoyl-5-formamidoimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",-4,C10H15N4O9P,366.22,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=O)C(=O)N,206,0,24
1012,934,17,10,11,"[5-[[[5-carbamoyl-3-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]imidazol-4-yl]amino]methylideneamino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",-7,C15H25N5O15P2,577.33,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NC3C(C(C(O3)COP(=O)(O)O)O)O)C(=O)N,318,0,37
1013,930,17,10,14,"[5-[4-carbamoyl-5-[(3,4-dihydroxy-2-oxo-5-phosphonooxypentyl)iminomethylamino]imidazol-1-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",-6.9,C15H25N5O15P2,577.33,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NCC(=O)C(C(COP(=O)(O)O)O)O)C(=O)N,326,0,37
1014,158,4,2,4,trimethyl(2-phosphonooxyethyl)azanium,-1.5,C5H15NO4P+,184.15,C[N+](C)(C)CCOP(=O)(O)O,66.8,1,11
1015,98.2,5,3,3,2-aminoethyl dihydrogen phosphate,-4.8,C2H8NO4P,141.06,C(COP(=O)(O)O)N,92.8,0,8
1016,212,7,4,4,2-amino-3-phosphonooxybutanoic acid,-4.7,C4H10NO6P,199.10,CC(C(C(=O)O)N)OP(=O)(O)O,130,0,12
1017,177,4,2,2,phthalic acid,,C8H6O4,166.13,C1=CC=C(C(=C1)C(=O)O)C(=O)O,74.6,0,12
1018,114,3,1,1,pyridine-2-carboxylic acid,,C6H5NO2,123.11,C1=CC=NC(=C1)C(=O)O,50.2,0,9
1019,284,7,3,2,(2-hydroxy-5-nitrophenyl) dihydrogen phosphate,-0.3,C6H6NO7P,235.09,C1=CC(=C(C=C1[N+](=O)[O-])OP(=O)(O)O)O,133,0,15
1020,392,7,3,8,"7-methylocta-2,6-dienyl phosphono hydrogen phosphate",0.1,C9H18O7P2,300.18,CC(=CCCC=CCOP(=O)(O)OP(=O)(O)O)C,113,0,18
1021,270,5,4,6,3-[5-(aminomethyl)-4-(carboxymethyl)-1H-pyrrol-3-yl]propanoic acid,-3.5,C10H14N2O4,226.23,C1=C(C(=C(N1)CN)CC(=O)O)CCC(=O)O,116,0,16
1022,940,4,1,0,"2,3,12,23-tetrahydroporphyrin",1.4,C20H16N4,312.4,C1CC2=NC1=CC3=NC(=CC4=CCC(=CC5=NC(=C2)C=C5)N4)C=C3,49.1,0,24
1023,147,7,4,2,phosphono dihydrogen phosphate,-3.2,H4O7P2,177.98,OP(=O)(O)OP(=O)(O)O,124,0,9
1024,647,9,4,3,"4,5-dioxo-1H-pyrrolo[2,3-f]quinoline-2,7,9-tricarboxylic acid",-0.1,C14H6N2O8,330.21,C1=C(C2=C(C(=O)C(=O)C3=C2NC(=C3)C(=O)O)N=C1C(=O)O)C(=O)O,175,0,24
1025,616,10,6,2,"2-amino-6-[hydroxy-(5-hydroxy-2-oxido-2-oxo-1,3,2lambda5-dioxaphosphinan-4-yl)methyl]-4a,5,8,8a-tetrahydro-3H-pteridin-4-one",-3.7,C10H15N5O7P-,348.23,C1C(C(OP(=O)(O1)[O-])C(C2=CNC3C(N2)C(=O)NC(=N3)N)O)O,191,-1,23
1026,625,10,7,2,"2-amino-6-[(2,5-dihydroxy-2-oxo-1,3,2lambda5-dioxaphosphinan-4-yl)-hydroxymethyl]-4a,5,8,8a-tetrahydro-3H-pteridin-4-one",-3.7,C10H16N5O7P,349.24,C1C(C(OP(=O)(O1)O)C(C2=CNC3C(N2)C(=O)NC(=N3)N)O)O,188,0,23
1027,550,2,1,1,"1-(3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl)ethanone",,C21H32O2,316.5,CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,37.3,0,23
1028,378,6,3,4,"1-(2-carboxy-2-oxoethyl)-4-hydroxycyclohexa-2,5-diene-1-carboxylic acid",-0.5,C10H10O6,226.18,C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O,112,0,16
1029,129,5,4,5,"2,6-diamino-5-hydroxyhexanoic acid",,C6H14N2O3,162.19,C(CC(C(=O)O)N)C(CN)O,110,0,11
1030,20.9,2,2,1,"propane-1,2-diol",,C3H8O2,76.09,CC(CO)O,40.5,0,5
1031,7.2,1,1,1,propan-1-ol,,C3H8O,60.10,CCCO,20.2,0,4
1032,40.2,2,1,1,propanoic acid,,C3H6O2,74.08,CCC(=O)O,37.3,0,5
1033,1400,22,9,21,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] propanethioate",,C24H40N7O17P3S,823.6,CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,389,0,52
1034,146,5,2,3,phosphono propanoate,-1,C3H7O5P,154.06,CCC(=O)OP(=O)(O)O,83.8,0,9
1035,459,5,2,12,"7-[6-(3-hydroxyoct-1-enyl)-2,3-dioxabicyclo[2.2.1]heptan-5-yl]hept-5-enoic acid",3.8,C20H32O5,352.5,CCCCCC(C=CC1C2CC(C1CC=CCCCC(=O)O)OO2)O,76,0,25
1037,1310,8,6,8,"3-[18-(2-carboxyethyl)-7,12-bis(ethenyl)-3,8,13,17-tetramethyl-2,3,6,7,8,11,12,13,14,17,21,22,23,24-tetradecahydroporphyrin-2-yl]propanoic acid",1.9,C34H46N4O4,574.8,CC1C2C=C3C(C(=C(N3)C=C4C(C(C(=CC5C(C(C(=CC(C1C=C)N2)N5)C)C=C)N4)C)CCC(=O)O)CCC(=O)O)C,123,0,42
1038,0,0,1,0,hydron,0,H+,1.0080,[H+],0,1,0
1039,1130,8,5,8,"3-[18-(2-carboxyethyl)-8,13-bis(ethenyl)-3,7,12,17-tetramethyl-1,2,3,4,5,6,7,8,9,10,13,15,16,17,18,19,20,21,22,24-icosahydroporphyrin-2-yl]propanoic acid",-1,C34H52N4O4,580.8,CC1C2CC3C(C(C(N3)CC4=C(C(C(=N4)CC5C(C(C(N5)CC(C1CCC(=O)O)N2)CCC(=O)O)C)C=C)C)C=C)C,123,0,42
1040,1630,8,3,8,"3-[18-(2-carboxyethyl)-7,12-bis(ethenyl)-3,8,13,17-tetramethyl-3,12,13,21-tetrahydroporphyrin-2-yl]propanoic acid",2.6,C34H36N4O4,564.7,CC1C(C2=NC1=CC3=NC(=CC4=C(C(C(=CC5=NC(=C2)C(=C5C=C)C)N4)C)CCC(=O)O)C(=C3C)CCC(=O)O)C=C,124,0,42
1041,521,14,7,7,"[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl] phosphono hydrogen phosphate",-5.8,C5H13O14P3,390.07,C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,230,0,22
1042,529,9,6,4,"[5-(2,4-dioxo-1H-pyrimidin-5-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",-4.5,C9H13N2O9P,324.18,C1=C(C(=O)NC(=O)N1)C2C(C(C(O2)COP(=O)(O)O)O)O,175,0,21
1043,116,4,0,0,pteridine,,C6H4N4,132.12,C1=CN=C2C(=N1)C=NC=N2,51.6,0,10
1044,105,3,1,0,7H-purine,,C5H4N4,120.11,C1=C2C(=NC=N1)N=CN2,54.5,0,9
1045,17.5,2,2,3,"butane-1,4-diamine",-0.9,C4H12N2,88.15,C(CCN)CN,52,0,6
1046,115,3,1,1,pyrazine-2-carboxamide,,C5H5N3O,123.11,C1=CN=C(C=N1)C(=O)N,68.9,0,9
1047,116,4,1,1,pyrazine-2-carboxylic acid,,C5H4N2O2,124.10,C1=CN=C(C=N1)C(=O)O,63.1,0,9
1048,28.1,1,1,0,1H-pyrazole,,C3H4N2,68.08,C1=CNN=C1,28.7,0,5
1049,30.9,1,0,0,pyridine,,C5H5N,79.10,C1=CC=NC=C1,12.9,0,6
