PUBCHEM_COMPOUND_CID,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_IUPAC_NAME,PUBCHEM_XLOGP3_AA,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_SMILES,PUBCHEM_CACTVS_TPSA,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT
406,18.8,3,0,0,,-1.8,HO3P-2,79.980,[O-]P(=O)[O-],63.2,-2,4
407,26.3,3,2,0,phosphonic acid,-1.6,H3O3P,81.996,OP(=O)O,57.5,0,4
408,205,2,0,1,1-methyl-5-pyridin-3-ylpyrrolidin-2-one,,C10H12N2O,176.21,CN1C(CCC1=O)C2=CN=CC=C2,33.2,0,13
409,186,2,0,1,3-(1-methyl-1-oxidopyrrolidin-1-ium-2-yl)pyridine,0.7,C10H14N2O,178.23,C[N+]1(CCCC1C2=CN=CC=C2)[O-],31,0,13
410,464,7,4,3,"3,4,5-trihydroxy-6-[3-(1-methylpyrrolidin-2-yl)pyridin-1-ium-1-yl]oxane-2-carboxylic acid",-2.9,C16H23N2O6+,339.36,CN1CCCC1C2=C[N+](=CC=C2)C3C(C(C(C(O3)C(=O)O)O)O)O,114,1,24
411,531,7,4,3,"3,4,5-trihydroxy-6-[3-(1-methyl-5-oxopyrrolidin-2-yl)pyridin-1-ium-1-yl]oxane-2-carboxylic acid",-1.6,C16H21N2O7+,353.35,CN1C(CCC1=O)C2=C[N+](=CC=C2)C3C(C(C(C(O3)C(=O)O)O)O)O,131,1,25
412,125,2,1,1,3-pyrrolidin-2-ylpyridine,,C9H12N2,148.20,C1CC(NC1)C2=CN=CC=C2,24.9,0,11
413,181,2,1,1,5-pyridin-3-ylpyrrolidin-2-one,0.1,C9H10N2O,162.19,C1CC(=O)NC1C2=CN=CC=C2,42,0,12
414,232,3,1,1,3-hydroxy-1-methyl-5-pyridin-3-ylpyrrolidin-2-one,,C10H12N2O2,192.21,CN1C(CC(C1=O)O)C2=CN=CC=C2,53.4,0,14
415,244,3,1,1,5-hydroxy-1-methyl-5-pyridin-3-ylpyrrolidin-2-one,-0.5,C10H12N2O2,192.21,CN1C(=O)CCC1(C2=CN=CC=C2)O,53.4,0,14
416,546,9,4,4,"3,4,5-trihydroxy-6-(1-methyl-2-oxo-5-pyridin-3-ylpyrrolidin-3-yl)oxyoxane-2-carboxylic acid",-1.7,C16H20N2O8,368.34,CN1C(CC(C1=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)C3=CN=CC=C3,150,0,26
417,229,4,2,3,"3-chlorohexa-2,4-dienedioic acid",0.6,C6H5ClO4,176.55,C(=CC(=O)O)C(=CC(=O)O)Cl,74.6,0,11
418,110,2,2,0,"cyclohexa-3,5-diene-1,2-diol",-0.1,C6H8O2,112.13,C1=CC(C(C=C1)O)O,40.5,0,8
419,215,5,2,4,4-oxohex-2-enedioic acid,-0.6,C6H6O5,158.11,C(C(=O)C=CC(=O)O)C(=O)O,91.7,0,11
420,591,1,1,5,"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",8.3,C27H46O,386.7,CC(C)CCCC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C,20.2,0,28
421,128,4,3,7,"6,8-bis(sulfanyl)octanoic acid",1.8,C8H16O2S2,208.3,C(CCC(=O)O)CC(CCS)S,39.3,0,12
422,299,10,7,7,"2,3,4,5-tetrahydroxy-6-phosphonooxyhexanoic acid",-4.5,C6H13O10P,276.14,C(C(C(C(C(C(=O)O)O)O)O)O)OP(=O)(O)O,185,0,17
423,132,4,2,3,2-amino-4-oxopentanoic acid,-3.7,C5H9NO3,131.13,CC(=O)CC(C(=O)O)N,80.4,0,9
424,133,5,3,3,2-aminobutanedioic acid,,C4H7NO4,133.10,C(C(C(=O)O)N)C(=O)O,101,0,9
425,331,4,3,3,"1-(2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one",3.2,C15H12O4,256.25,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O,77.8,0,19
426,408,8,6,11,2-[[1-carboxy-4-(diaminomethylideneamino)butyl]amino]pentanedioic acid,-4.2,C11H20N4O6,304.30,C(CC(C(=O)O)NC(CCC(=O)O)C(=O)O)CN=C(N)N,188,0,21
427,301,6,5,8,2-(1-carboxyethylamino)-5-(diaminomethylideneamino)pentanoic acid,-3.7,C9H18N4O4,246.26,CC(C(=O)O)NC(CCCN=C(N)N)C(=O)O,151,0,17
428,12.4,2,2,2,"propane-1,3-diamine",,C3H10N2,74.13,C(CN)CN,52,0,5
429,629,7,6,5,"7,8-dimethyl-10-(2,3,4,5-tetrahydroxypentyl)-4a,5-dihydrobenzo[g]pteridine-2,4-dione",-1.3,C17H22N4O6,378.4,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3N2)CC(C(C(CO)O)O)O,155,0,27
430,169,1,0,1,1-methyl-3-(1-methylpyrrolidin-2-yl)pyridin-1-ium,,C11H17N2+,177.27,CN1CCCC1C2=C[N+](=CC=C2)C,7.1,1,13
431,186,1,0,1,"3-(1-methyl-3,4-dihydro-2H-pyrrol-1-ium-2-yl)pyridine",0.2,C10H13N2+,161.22,C[N+]1=CCCC1C2=CN=CC=C2,15.9,1,12
432,186,3,1,1,1-methyl-2-pyridin-3-ylpyrrolidin-2-ol,0.4,C10H14N2O,178.23,CN1CCCC1(C2=CN=CC=C2)O,36.4,0,13
433,220,3,1,2,1-(hydroxymethyl)-5-pyridin-3-ylpyrrolidin-2-one,,C10H12N2O2,192.21,C1CC(=O)N(C1C2=CN=CC=C2)CO,53.4,0,14
434,159,3,1,5,4-(methylamino)-1-pyridin-3-ylbutan-1-one,,C10H14N2O,178.23,CNCCCC(=O)C1=CN=CC=C1,42,0,13
435,204,3,1,4,4-oxo-4-pyridin-3-ylbutanamide,,C9H10N2O2,178.19,C1=CC(=CN=C1)C(=O)CCC(=O)N,73.1,0,13
436,216,3,1,4,N-methyl-4-oxo-4-pyridin-3-ylbutanamide,-0.3,C10H12N2O2,192.21,CNC(=O)CCC(=O)C1=CN=CC=C1,59.1,0,14
437,203,4,1,4,4-oxo-4-pyridin-3-ylbutanoic acid,,C9H9NO3,179.17,C1=CC(=CN=C1)C(=O)CCC(=O)O,67.3,0,13
438,172,4,2,4,4-hydroxy-4-pyridin-3-ylbutanoic acid,-0.1,C9H11NO3,181.19,C1=CC(=CN=C1)C(CCC(=O)O)O,70.4,0,13
439,177,3,1,3,4-pyridin-3-ylbut-3-enoic acid,,C9H9NO2,163.17,C1=CC(=CN=C1)C=CCC(=O)O,50.2,0,12
440,630,1,0,5,"10,13-dimethyl-17-(6-methylheptan-2-yl)-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",,C27H44O,384.6,CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,17.1,0,28
441,69.3,3,2,2,3-hydroxybutanoic acid,-0.5,C4H8O3,104.10,CC(CC(=O)O)O,57.5,0,7
442,334,10,6,7,"3,4,5-trihydroxy-2-oxo-6-phosphonooxyhexanoic acid",-4,C6H11O10P,274.12,C(C(C(C(C(=O)C(=O)O)O)O)O)OP(=O)(O)O,182,0,17
443,496,2,0,0,"10,13-dimethyl-2,4,5,6,7,8,9,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthrene-3,17-dione",,C19H28O2,288.4,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4=O)C,34.1,0,21
444,247,2,1,4,2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-one,3.2,C13H18ClNO,239.74,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,29.1,0,16
445,214,2,2,4,2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-ol,2.7,C13H20ClNO,241.76,CC(C(C1=CC(=CC=C1)Cl)O)NC(C)(C)C,32.3,0,16
446,268,3,2,5,1-(3-chlorophenyl)-2-[(1-hydroxy-2-methylpropan-2-yl)amino]propan-1-one,2.2,C13H18ClNO2,255.74,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)CO,49.3,0,17
447,136,2,1,1,3-chlorobenzoic acid,,C7H5ClO2,156.56,C1=CC(=CC(=C1)Cl)C(=O)O,37.3,0,10
448,232,3,2,3,2-[(3-chlorobenzoyl)amino]acetic acid,,C9H8ClNO3,213.62,C1=CC(=CC(=C1)Cl)C(=O)NCC(=O)O,66.4,0,14
449,123,4,3,4,"3,5-dihydroxy-3-methylpentanoic acid",-1,C6H12O4,148.16,CC(CCO)(CC(=O)O)O,77.8,0,10
450,382,2,2,0,"13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",,C18H24O2,272.4,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,40.5,0,20
452,174,6,5,0,"2,3,4,5,6-pentahydroxycyclohexan-1-one",-3.3,C6H10O6,178.14,C1(C(C(C(=O)C(C1O)O)O)O)O,118,0,12
453,105,6,6,5,"hexane-1,2,3,4,5,6-hexol",,C6H14O6,182.17,C(C(C(C(C(CO)O)O)O)O)O,121,0,12
454,59.6,1,0,6,octanal,2.7,C8H16O,128.21,CCCCCCCC=O,17.1,0,9
455,430,6,4,2,"2-amino-6-(2-hydroxypropanoyl)-4a,7,8,8a-tetrahydro-3H-pteridin-4-one",-2.8,C9H13N5O3,239.23,CC(C(=O)C1=NC2C(NC1)N=C(NC2=O)N)O,129,0,17
456,163,4,3,1,2-(carbamoylamino)-2-oxoacetic acid,-0.7,C3H4N2O4,132.08,C(=O)(C(=O)O)NC(=O)N,109,0,9
457,136,1,1,1,1-methylpyridin-1-ium-3-carboxamide,-0.1,C7H9N2O+,137.16,C[N+]1=CC=CC(=C1)C(=O)N,47,1,10
458,116,3,2,4,(3-amino-3-carboxypropyl)-dimethylsulfanium,,C6H14NO2S+,164.25,C[S+](C)CCC(C(=O)O)N,64.3,1,10
460,83,2,1,1,2-methoxyphenol,,C7H8O2,124.14,COC1=CC=CC=C1O,29.5,0,9
461,398,4,0,19,3-hexadecanoyloxy-4-(trimethylazaniumyl)butanoate,7.7,C23H45NO4,399.6,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,66.4,0,28
462,404,4,1,20,(3-carboxy-2-hexadecanoyloxypropyl)-trimethylazanium,7.1,C23H46NO4+,400.6,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C,63.6,1,28
463,365,6,5,9,2-(3-carboxypropanoylamino)-5-(diaminomethylideneamino)pentanoic acid,-2.2,C10H18N4O5,274.27,C(CC(C(=O)O)NC(=O)CCC(=O)O)CN=C(N)N,168,0,19
464,197,3,2,3,2-benzamidoacetic acid,,C9H9NO3,179.17,C1=CC=C(C=C1)C(=O)NCC(=O)O,66.4,0,13
465,256,8,4,4,"[3,4-dihydroxy-5-(methylsulfanylmethyl)oxolan-2-yl] dihydrogen phosphate",-2.3,C6H13O7PS,260.20,CSCC1C(C(C(O1)OP(=O)(O)O)O)O,142,0,15
466,277,9,6,3,"[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] dihydrogen phosphate",,C6H13O9P,260.14,C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O,157,0,16
467,1350,7,3,24,"[2-methyl-3-(2,6,10,14-tetramethylpentadeca-1,5,9,13-tetraenyl)-2-(4,8,12-trimethyltrideca-3,7,11-trienyl)cyclopropyl]methyl phosphono hydrogen phosphate",11.6,C40H68O7P2,722.9,CC(=CCCC(=CCCC(=CCCC(=CC1C(C1(C)CCC=C(C)CCC=C(C)CCC=C(C)C)COP(=O)(O)OP(=O)(O)O)C)C)C)C,113,0,49
468,1040,7,3,18,"[2-(4,8-dimethylnona-3,7-dienyl)-2-methyl-3-(2,6,10-trimethylundeca-1,5,9-trienyl)cyclopropyl]methyl phosphono hydrogen phosphate",7.9,C30H52O7P2,586.7,CC(=CCCC(=CCCC(=CC1C(C1(C)CCC=C(C)CCC=C(C)C)COP(=O)(O)OP(=O)(O)O)C)C)C,113,0,39
469,157,5,3,5,2-aminohexanedioic acid,,C6H11NO4,161.16,C(CC(C(=O)O)N)CC(=O)O,101,0,11
470,84.1,4,3,3,"2,4-diaminobutanoic acid",,C4H10N2O2,118.13,C(CN)C(C(=O)O)N,89.3,0,8
471,428,7,5,1,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-2,3-dihydrochromen-4-one",1.5,C15H12O7,304.25,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,127,0,22
472,287,5,2,4,"4-(2-aminophenyl)-2,4-dioxobutanoic acid",1.1,C10H9NO4,207.18,C1=CC=C(C(=C1)C(=O)CC(=O)C(=O)O)N,97.5,0,15
473,121,4,1,4,4-methylsulfanyl-2-oxobutanoic acid,0.3,C5H8O3S,148.18,CSCCC(=O)C(=O)O,79.7,0,9
474,544,12,4,6,"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dimethylamino hydrogen phosphate",,C12H19N6O7P,390.29,CN(C)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,178,0,26
475,264,8,5,2,"(3,4,5-trihydroxy-6-methyloxan-2-yl) dihydrogen phosphate",-3.2,C6H13O8P,244.14,CC1C(C(C(C(O1)OP(=O)(O)O)O)O)O,137,0,15
476,247,7,4,6,3-hydroxy-3-methyl-5-phosphonooxypentanoic acid,-2.1,C6H13O7P,228.14,CC(CCOP(=O)(O)O)(CC(=O)O)O,124,0,14
477,604,18,10,8,"(2,5-dihydroxy-3,4,6-triphosphonooxycyclohexyl) dihydrogen phosphate",-8.1,C6H16O18P4,500.08,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O,308,0,28
478,688,18,10,8,"(2,4-dihydroxy-3,5,6-triphosphonooxycyclohexyl) dihydrogen phosphate",-8.1,C6H16O18P4,500.08,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)O,308,0,28
479,284,5,5,8,"2,4-dihydroxy-3,3-dimethyl-N-[3-oxo-3-(2-sulfanylethylamino)propyl]butanamide",-1,C11H22N2O4S,278.37,CC(C)(CO)C(C(=O)NCCC(=O)NCCS)O,99.7,0,18
481,273,9,6,7,"(3,4,5,6-tetrahydroxy-2-oxohexyl) dihydrogen phosphate",-4.3,C6H13O9P,260.14,C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O,165,0,16
482,824,21,11,10,"(2-hydroxy-3,4,5,6-tetraphosphonooxycyclohexyl) dihydrogen phosphate",-9.2,C6H17O21P5,580.06,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O,354,0,32
483,428,12,7,6,"[3,4-dihydroxy-2-(hydroxymethyl)-5-(phosphonooxymethyl)oxolan-2-yl] dihydrogen phosphate",-5,C6H14O12P2,340.12,C(C1C(C(C(O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)O,203,0,20
484,45.3,2,2,0,1H-imidazol-5-amine,-0.3,C3H5N3,83.09,C1=C(NC=N1)N,54.7,0,6
485,184,4,0,3,2-(trimethylazaniumyl)ethyl sulfate,-0.9,C5H13NO4S,183.23,C[N+](C)(C)CCOS(=O)(=O)[O-],74.8,0,11
486,198,4,1,4,trimethyl(2-sulfooxyethyl)azanium,-0.8,C5H14NO4S+,184.24,C[N+](C)(C)CCOS(=O)(=O)O,72,1,11
487,103,4,2,2,2-methylpropanedioic acid,0.1,C4H6O4,118.09,CC(C(=O)O)C(=O)O,74.6,0,8
488,443,9,5,11,2-amino-5-[[1-(carboxymethylamino)-3-formylsulfanyl-1-oxopropan-2-yl]amino]-5-oxopentanoic acid,-4.3,C11H17N3O7S,335.34,C(CC(=O)NC(CSC=O)C(=O)NCC(=O)O)C(C(=O)O)N,201,0,22
489,326,9,6,3,"[2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]sulfamic acid",,C6H13NO8S,259.24,C(C1C(C(C(C(O1)O)NS(=O)(=O)O)O)O)O,165,0,16
490,102,4,2,2,2-oxoethylphosphonic acid,-2.1,C2H5O4P,124.03,C(C=O)P(=O)(O)O,74.6,0,7
491,196,7,0,0,,-1.5,O6S3-2,192.2,[O-]S(=O)(=O)SS(=O)(=O)[O-],156,-2,9
492,222,7,2,2,,-1.4,H2O6S3,194.2,OS(=O)(=O)SS(=O)(=O)O,151,0,9
493,1210,21,11,16,"2-amino-5-[[amino-[[5-[[[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]amino]methylidene]amino]pentanoic acid",,C21H35N9O15P2,715.5,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)NC(=NCCCC(C(=O)O)N)N)O)O)O)O)N,385,0,47
494,132,5,3,2,"5-(methylsulfanylmethyl)oxolane-2,3,4-triol",-1.2,C6H12O4S,180.22,CSCC1C(C(C(O1)O)O)O,95.2,0,11
495,266,8,5,6,"2-amino-4-[(3,4,5-trihydroxyoxolan-2-yl)methylsulfanyl]butanoic acid",-4.4,C9H17NO6S,267.30,C(CSCC1C(C(C(O1)O)O)O)C(C(=O)O)N,159,0,17
496,128,3,3,8,N-[3-(4-aminobutylamino)propyl]acetamide,-0.8,C9H21N3O,187.28,CC(=O)NCCCNCCCCN,67.2,0,13
497,298,3,3,5,"5-(2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl)pentanamide",-0.3,C10H17N3O2S,243.33,C1C2C(C(S1)CCCCC(=O)N)NC(=O)N2,110,0,16
499,154,3,2,1,5-oxopyrrolidine-2-carboxylic acid,-0.8,C5H7NO3,129.11,C1CC(=O)NC1C(=O)O,66.4,0,9
500,140,3,3,4,4-(diaminomethylideneamino)butanoic acid,-1.5,C5H11N3O2,145.16,C(CC(=O)O)CN=C(N)N,102,0,10
501,215,4,3,6,2-amino-5-[[amino(dimethylamino)methylidene]amino]pentanoic acid,-3.6,C8H18N4O2,202.25,CN(C)C(=NCCCC(C(=O)O)N)N,105,0,14
502,84.3,2,3,4,4-aminobutylurea,,C5H13N3O,131.18,C(CCNC(=O)N)CN,81.1,0,9
503,111,3,3,1,2-amino-N-carbamoylacetamide,-1.6,C3H7N3O2,117.11,C(C(=O)NC(=O)N)N,98.2,0,8
504,97,2,1,0,"1,4-dihydroimidazol-5-one",-0.8,C3H4N2O,84.08,C1C(=O)NC=N1,41.5,0,6
505,590,11,8,5,"[5-[(5-amino-2,4-dioxo-1H-pyrimidin-6-yl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",-4.4,C9H15N4O9P,354.21,C(C1C(C(C(O1)NC2=C(C(=O)NC(=O)N2)N)O)O)OP(=O)(O)O,213,0,23
507,791,13,7,10,"[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] 2,3-dihydroxypropyl hydrogen phosphate",,C12H21N3O13P2,477.25,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC(CO)O)O)O,251,0,30
508,967,20,8,10,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [hydroxy(phosphonooxy)phosphoryl] hydrogen phosphate",,C10H17N5O16P4,587.16,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,326,0,35
510,248,9,3,0,"2,4,6-trihydroxy-1,3,5,2lambda5,4lambda5,6lambda5-trioxatriphosphinane 2,4,6-trioxide",-3.3,H3O9P3,239.94,OP1(=O)OP(=O)(OP(=O)(O1)O)O,140,0,12
511,728,14,5,10,"[2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",-2.3,C12H20N4O10P3S+,505.30,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)OP(=O)(O)O,244,1,30
512,311,4,1,5,"2,6-dioxo-6-phenylhex-3-enoic acid",1.4,C12H10O4,218.20,C1=CC=C(C=C1)C(=O)CC=CC(=O)C(=O)O,71.4,0,16
513,271,7,4,5,"3-hydroxybutane-1,2,3-tricarboxylic acid",-1.6,C7H10O7,206.15,CC(C(CC(=O)O)C(=O)O)(C(=O)O)O,132,0,14
514,766,14,6,7,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] 2,3-dihydroxybenzoate",,C17H18N5O10P,483.3,C1=CC(=C(C(=C1)O)O)C(=O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O,233,0,33
515,271,7,4,5,"2-hydroxybutane-1,2,3-tricarboxylic acid",-1.4,C7H10O7,206.15,CC(C(=O)O)C(CC(=O)O)(C(=O)O)O,132,0,14
516,388,10,5,8,3-hydroxy-5-[hydroxy(phosphonooxy)phosphoryl]oxy-3-methylpentanoic acid,-3.2,C6H14O10P2,308.12,CC(CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O,171,0,18
517,2030,18,11,20,"3-[7,13,17-tris(2-carboxyethyl)-3,8,12,18-tetrakis(carboxymethyl)-3,8,10-trimethyl-2,7,15,21,23,24-hexahydroporphyrin-2-yl]propanoic acid",0,C43H50N4O16,878.9,CC1=C2C(C(C(=N2)C=C3C(C(C(=CC4=C(C(=C(N4)CC5=C(C(=C1N5)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)N3)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O,354,0,63
518,2070,19,11,18,"3-[5,9,19-tris(2-carboxyethyl)-4,10,15-tris(carboxymethyl)-2-hydroxy-2,15,20-trimethyl-22-oxo-23-oxa-24,25,26,27-tetrazahexacyclo[16.5.1.13,6.18,11.113,16.01,20]heptacosa-3,5,8,10,12,16,18(24)-heptaen-14-yl]propanoic acid",-1,C43H50N4O17,894.9,CC12CC(=O)OC13C(C4=C(C(=C(N4)CC5=C(C(=C(N5)C=C6C(C(C(=CC(=N3)C2CCC(=O)O)N6)(C)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)(C)O,364,0,64
519,307,9,5,7,"3,4-dihydroxy-5-oxo-6-phosphonooxyhexanoic acid",-3.5,C6H11O9P,258.12,C(C(C(C(=O)COP(=O)(O)O)O)O)C(=O)O,162,0,16
520,337,6,4,18,(2-amino-3-hydroxyoctadecyl) dihydrogen phosphate,2.4,C18H40NO5P,381.5,CCCCCCCCCCCCCCCC(C(COP(=O)(O)O)N)O,113,0,25
521,1450,23,10,22,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-hydroxybutanethioate",,C25H42N7O18P3S,853.6,CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,409,0,54
522,2260,20,10,21,"3-[1-acetyl-8,13,17-tris(2-carboxyethyl)-2,7,12,18-tetrakis(carboxymethyl)-2,7,17-trimethyl-10,15,21,23-tetrahydro-3H-corrin-3-yl]propanoic acid",-2,C44H52N4O17,908.9,CC(=O)C12C3=C(C(C(=N3)CC4=C(C(=C(N4)CC5=C(C(C(=N5)C=C(N1)C(C2(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)(C)CCC(=O)O)CC(=O)O,368,0,65
523,138,4,1,4,"2,5-dioxopentanoic acid",-1,C5H6O4,130.10,C(CC(=O)C(=O)O)C=O,71.4,0,9
524,182,6,3,3,2-hydroxy-3-oxobutanedioic acid,-1.2,C4H4O6,148.07,C(C(=O)C(=O)O)(C(=O)O)O,112,0,10
525,129,5,3,3,2-hydroxybutanedioic acid,,C4H6O5,134.09,C(C(C(=O)O)O)C(=O)O,94.8,0,9
526,2460,21,9,21,"3-[1-acetyl-8,13,17-tris(2-carboxyethyl)-2,7,12,18-tetrakis(carboxymethyl)-2,7,11,17-tetramethyl-3,10,15,21-tetrahydrocorrin-3-yl]propanoic acid",-2.5,C45H54N4O17,922.9,CC(=O)C12C3=C(C(C(=N3)CC4=NC(CC5=C(C(C(=N5)C=C(N1)C(C2(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)(C(=C4CCC(=O)O)CC(=O)O)C)(C)CCC(=O)O)CC(=O)O,365,0,66
527,17.2,1,0,1,propanal,,C3H6O,58.08,CCC=O,17.1,0,4
528,157,5,2,5,4-acetyloxy-2-aminobutanoic acid,,C6H11NO4,161.16,CC(=O)OCCC(C(=O)O)N,89.6,0,11
529,145,6,3,3,2-phosphonooxyacetic acid,-2,C2H5O6P,156.03,C(C(=O)O)OP(=O)(O)O,104,0,9
531,1450,23,10,22,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-aminobutanethioate",,C25H43N8O17P3S,852.6,CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)N,415,0,54
532,2350,20,10,20,"3-[8,13,17-tris(2-carboxyethyl)-2,7,12,18-tetrakis(carboxymethyl)-1,2,7,11,17-pentamethyl-3,10,21,24-tetrahydrocorrin-3-yl]propanoic acid",-1.6,C44H54N4O16,894.9,CC12CC3=C(C(C(=N3)C=C4C(C(C(N4)(C5=C(C(C(=CC(=N1)C(=C2CC(=O)O)CCC(=O)O)N5)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O,347,0,64
533,0,0,0,0,selane,,H2Se,80.99,[SeH2],0,0,1
534,2270,20,10,20,"3-[8,13,17-tris(2-carboxyethyl)-2,7,12,18-tetrakis(carboxymethyl)-1,2,7,11,17-pentamethyl-3,10,18,19,21,24-hexahydrocorrin-3-yl]propanoic acid",-0.9,C44H56N4O16,896.9,CC12CC3=C(C(C(=N3)C=C4C(C(C(N4)(C5C(C(C(=CC(=N1)C(=C2CC(=O)O)CCC(=O)O)N5)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O,347,0,64
535,106,3,2,1,1-aminocyclopropane-1-carboxylic acid,,C4H7NO2,101.10,C1CC1(C(=O)O)N,63.3,0,7
